1357,9564,4298
2601,2742,5111
7762,1418,4674
1168,1518,9394
8066,4112,6696
5300,6840,5788
3819,3730,3534
9879,0563,1855
8922,1486,2039
4918,8549,6734
1179,6874,8613
5563,9293,8824
3813,2646,0856
8680,7256,0440
3271,1337,4672
2288,0705,2924
5190,7534,5058
9072,2173,0681
4809,1419,8257
8498,8834,1673
2575,0820,8523
4832,1892,0287
2819,6861,9687
9493,7751,0989
2683,5480,6440
6489,4380,5626
4188,3126,6842
7544,9123,3193
5010,2814,3141
1875,6737,3484
0702,6217,5258
2158,2728,1653
1886,0512,6909
8241,1014,8974
5344,2443,4980
1656,8381,6206
9880,0551,9779
3445,4295,4500
4287,7218,5313
8994,4434,0991
0686,8105,3496
9499,5139,4182
3308,3354,4525
4389,6226,1801
8433,1674,6590
8948,7204,6407
6369,4279,6459
7242,2374,7929
6285,6799,3887
7061,0796,6006
2942,3197,6460
8285,2146,4542
5222,8017,7211
3559,4642,6211
5493,2681,7676
6775,2189,1524
4881,3284,7634
3237,6141,0388
2365,3708,2462
5044,7893,1520
6753,7030,6135
1605,5762,6568
1778,5880,2263
8696,1498,8198
7146,0284,8473
8736,3756,7565
9868,0844,8002
9493,8863,6955
1483,1194,5465
0517,3176,6847
2496,0609,9578
0826,2286,2811
4655,1076,4071
0888,8813,0931
0727,6885,7045
2678,3523,8418
1713,5164,4258
3410,6301,5471
9535,9242,1939
1282,0405,3173
6452,0914,7679
8043,4523,5061
4262,8062,3537
9962,3593,4450
1259,6042,6597
5846,7159,4679
8020,9423,0231
6905,3095,7614
4828,1657,5908
9592,6412,4995
0865,4442,9220
1024,9735,0609
7979,9938,2137
8447,9442,6540
5268,8631,4648
1988,8527,5966
8276,7221,9901
2332,2745,7960
2545,9872,9183
4680,7266,1587
3337,7901,5864
3898,7176,3105
0712,8577,0584
4647,1791,7085
7426,4030,5985
4806,1643,3271
7694,9772,4427
8094,3867,8212
4626,7620,8001
6911,0785,8699
4702,8745,4921
6185,3698,5745
8571,2503,2440
6880,4600,7795
4490,4674,5367
8327,3084,8439
7832,6670,3849
7434,9431,3382
7735,3945,5923
0741,3595,8886
0248,8338,9473
9162,4165,2878
5602,5564,8465
1113,6390,8296
3943,7568,4699
3019,9394,1841
2151,2669,6771
5891,3740,6755
2505,4325,7188
7498,3305,6046
4594,3491,1715
8223,2577,8878
3118,7103,8012
4111,1254,8720
9796,6176,0812
8301,3848,5030
9527,3501,4301
5006,3414,1626
6230,1592,8444
3447,8479,3310
2941,2119,0780
4761,5657,8141
3529,4446,8139
6318,1142,2722
1442,8526,9442
8395,5822,6995
8288,4249,5277
5319,5412,0944
7878,9589,8447
3521,1361,9392
1394,6774,9635
4681,1955,0505
4262,8133,6896
0578,1663,5697
9564,1691,6392
8798,1899,4245
7849,7913,1019
5904,0194,7588
1312,3566,3156
3579,6283,5253
4806,6599,5586
2965,4487,4186
4764,7837,1541
1724,7609,0565
3160,5022,3274
4059,7726,9956
6361,2470,5661
3111,5130,9583
9125,1142,7822
5106,3373,1991
1279,1608,4657
7658,8036,3005
4733,7778,6107
0696,6925,1491
9818,4044,7037
6239,3532,5685
0562,9864,7557
3332,0598,1254
8837,8415,5860
5349,7155,5923
5655,4722,2174
6991,9019,5646
8578,5115,3701
1323,1694,3019
5866,7958,2058
2504,4718,1129
9607,5180,6724
2741,4821,0780
0112,2845,5841
5013,3941,8085
5379,6121,9471
7737,7786,3189
7344,5903,9129
2929,8343,5308
3362,0893,2367
5755,2923,9887
0745,5890,2637
6980,8422,7710
9791,4074,6907
2569,2106,0267
6665,2829,6590
9798,2628,1239
2114,6356,2147
2597,1744,7422
4640,8547,8875
9678,6053,5862
3869,9406,1685
6984,4236,4201
8284,9583,6873
0753,6870,4199
8564,7371,7062
7533,2004,8888
8721,0981,9169
8046,6098,6870
2976,1520,2874
3406,0889,9679
5555,4607,3255
6012,2663,1887
5026,4332,1657
5687,0540,4908
3910,8996,9882
6633,4467,5901
2701,3614,7163
2731,1623,3203
0104,1046,4582
5496,0510,9258
3471,2305,1005
0053,7942,4259
7969,5010,1872
0021,2992,6304
9839,3158,4337
7078,4436,0697
1072,6494,8024
9431,2866,2974
6008,1840,1590
8959,1010,3024
3958,0449,5539
6764,4385,7265
1931,6646,6339
5292,3394,4118
5162,5411,3373
8601,2428,6037
1192,9825,1187
1177,3662,8052
9213,1692,7877
9378,9738,7513
2967,7365,0073
0560,5860,8190
5097,0117,6254
3995,9374,8165
6769,2530,9365
1107,2394,8326
4117,9443,3557
8465,4838,1506
4226,3059,9810
3280,0458,9019
3245,1040,4412
8180,3148,5043
1454,1189,0662
9837,4548,3978
7012,5178,3815
1420,8351,4535
6694,9223,2618
4967,0136,4018
1944,6039,4274
5323,8592,2636
2089,0220,0221
0003,4244,9681
4132,3774,9626
0745,1422,9806
1884,9971,1870
9167,5639,4616
1803,7236,2955
8049,8588,5909
3283,7574,2451
7946,9538,3185
1619,4235,5754
6911,3744,3629
3417,3663,5908
9717,7605,3129
5914,9419,7431
0059,4050,8906
9230,2985,2783
6552,4977,8784
8129,3223,4406
7642,2617,2516
0898,3993,5379
2328,1888,4891
3795,7352,6494
9128,7942,1876
9601,1053,2319
4855,9531,6174
0733,9595,4637
3481,6011,0783
7858,9119,1897
1929,3104,3875
2965,3539,3040
8976,2574,2164
1181,5867,0647
2385,8995,8982
0133,5066,8504
9010,8529,3053
0679,3816,7548
1098,3881,5912
9776,3264,2293
6684,7074,3871
3354,9199,4584
3829,5252,0939
2600,0759,4254
8877,7581,3552
0106,2852,2636
2935,2545,1267
9414,5616,1326
8062,4088,8177
7117,8386,9414
9177,1081,6561
5445,8841,1831
1184,9535,7938
2695,8803,5553
6684,0444,2572
4542,3243,2775
9731,2777,9818
4371,2738,6087
9325,0837,1757
8764,4693,0853
7780,9831,2170
6352,6840,5970
0132,6176,2643
1208,5474,5593
2288,9494,7863
7553,9629,7849
5049,6441,9590
6296,1226,9656
0428,8450,3037
7250,4987,0367
0713,4595,0272
4790,9544,5196
5105,6195,7961
3975,2289,9823
8640,5992,0000
5397,1725,3782
7766,0780,4483
3021,8951,2932
4912,5175,4329
2367,5119,7045
5207,9141,1745
3926,5133,2435
3466,8936,1216
9922,9736,9433
7668,7173,6020
9789,3658,6109
3360,6332,8644
0388,3956,2407
5433,4598,0966
1419,6040,5555
1439,3097,6236
9171,2453,7344
7153,9059,1538
9601,6516,4101
0427,3770,9766
3171,3448,6646
3243,3048,2910
1766,6440,7761
1619,9876,7918
2572,0674,2992
2522,8788,1284
3463,2147,5333
8284,0324,1416
0873,1493,9838
7656,4720,5525
8298,6618,0174
6966,2050,1061
8300,0503,4692
8974,2531,4181
7136,2148,3312
7021,1730,6463
2073,7600,7378
1053,2591,8910
4564,6589,2034
9697,0361,8620
6542,5851,8672
0071,3701,8745
0172,4647,6720
1464,1439,3001
3931,1163,9983
3851,7922,5252
8159,7100,6695
3233,0968,7677
2881,0074,4236
2988,6358,0794
0755,3703,2895
6550,5090,9279
9368,8444,4622
7849,1481,5857
0393,7896,1448
5973,1307,9194
8119,3688,9551
3770,8409,2062
7613,1634,6435
2442,7957,3420
0034,3514,9166
0513,8654,7693
7405,2576,9385
1854,3410,1428
8993,6185,5815
2458,2431,1120
2448,2510,8335
1717,8107,0370
5883,3722,3822
8040,1466,8268
2715,9261,7167
7735,8912,3135
9543,0116,5579
6723,0071,7147
8656,4657,5516
1206,8538,5990
5783,8480,6021
1107,2837,4490
1232,3585,1576
7119,7938,3458
1885,2878,4414
4954,2099,9108
2210,8213,4515
7653,2170,6865
3266,8478,0286
9493,0865,7432
7446,3630,3008
4712,2293,5175
8432,2935,7674
6484,9012,0480
8271,0365,9947
6155,2021,1907
6879,4338,3159
4564,6063,1728
5020,8338,6103
6284,5441,4453
6465,8356,3876
1499,3036,3867
2992,1480,1972
6827,4703,8242
8683,6420,9980
1687,2539,4781
0208,0962,7623
1729,1991,4623
4227,7508,9367
3414,7489,9612
9440,1955,3352
3013,1324,7607
5415,5152,9191
6150,7169,8207
1343,1342,2434
0958,8680,8787
4552,4528,8551
8916,8953,1052
2374,8377,6218
0295,8545,5444
6827,8732,5978
8643,2131,3237
6368,0412,4094
0977,5427,2031
6130,3225,1416
5434,0409,1639
8582,8584,4036
0876,2953,8652
2817,7990,5581
1348,2132,7566
2808,9321,8361
0270,7832,6065
4875,8736,0162
3186,2259,0295
5356,5607,9175
3708,9449,4105
5972,8479,1895
1043,4891,5081
2891,7630,3243
6395,2763,9783
2110,0280,9724
3340,3954,6305
3941,1809,2973
9461,6450,8057
1787,6912,7928
4858,0908,0031
2838,9275,0829
5723,0229,5035
5109,8269,6641
3228,8007,9525
8786,8651,4186
5293,1837,6157
7842,0282,1425
4556,5340,2097
5977,8527,4267
3237,2154,0598
7711,3308,9215
0138,3672,0886
7528,3375,7872
5804,0752,1575
2058,7620,7043
0596,8908,3858
6963,7767,5701
3734,5045,3558
6331,0003,6761
6081,0661,0822
1720,9838,7008
9598,2893,5096
5752,7823,6541
5909,9211,9481
4062,9343,5351
7471,1610,7745
2662,1715,8133
2643,7200,0565
8560,6871,6256
0962,7825,0201
0652,3202,9001
2820,7380,3899
8705,5911,4119
9854,5479,2414
9366,1599,8844
2353,5250,4847
3091,9453,5127
0727,1447,3212
4975,8150,1219
6201,8103,9744
9902,9894,2822
0279,7046,2374
1638,6183,3435
1849,2103,2353
7343,0922,7607
2052,7287,3938
7960,1611,1554
3357,2760,1117
8045,8982,8619
4147,0426,1780
8898,9136,3288
4658,0659,8211
2864,7552,0975
0680,1421,0920
2459,3181,4236
3270,1697,0940
9777,6378,3268
4444,2513,3584
7322,6629,6811
7310,4091,8885
9857,8383,7456
2843,7537,2731
3835,8804,3831
5938,9525,2024
8898,9148,5706
5437,4551,7659
0297,0285,2894
4474,8276,0766
3302,3619,3696
1715,3488,9926
4453,2127,1385
8767,5621,1578
1624,4089,3875
7041,4686,9187
7311,1840,2360
9464,3851,4265
9403,4343,0140
7476,7100,1863
2586,1001,9253
6021,3490,3960
1075,0741,1601
0596,2871,1472
2784,5346,7154
7337,3499,6472
0513,7111,6388
2940,0466,2619
1945,1579,5578
0579,9558,2961
5513,3278,9207
6716,3875,3154
1273,0396,5860
5681,4054,2942
2768,7794,7192
6980,3395,6436
2759,1767,8373
0885,8588,1902
7108,7841,6595
5586,7699,5293
2535,5966,2750
6549,2856,4614
6719,4115,3411
4338,0687,2681
9844,2700,3879
1578,2336,6725
7051,6538,8693
3780,8031,9777
0652,2817,6241
9377,1470,0662
7309,2292,4590
3491,2730,6434
0937,6889,1743
5711,8326,1350
5011,7497,8456
4178,0857,4434
9539,0873,6722
1783,0689,1814
2611,1712,9877
2243,9750,9611
4275,1370,8100
5299,2640,8156
4399,3302,0490
3047,2308,7087
3565,4629,4296
3082,3752,9231
7113,6374,4341
5584,6395,2961
2504,3150,7808
1689,0241,8613
7152,8956,8683
7522,0732,2961
1709,7805,8391
2027,6315,0665
4737,3097,1399
1358,3473,1154
4062,4414,7995
1005,8327,9018
7406,2115,7283
8398,1719,8654
6377,8272,4046
8451,3209,3792
8283,2951,2577
4594,1870,4267
1742,9202,8175
4039,0873,6209
4698,9824,0888
3351,5512,2730
2534,0604,0287
8331,5249,5649
8230,9501,8138
9739,0298,4136
3088,6817,7529
3947,3442,3532
3965,1117,0153
1923,2168,3854
5156,0306,9290
2036,0830,5105
5041,8455,4489
9516,4679,1591
3589,9842,3750
8548,2018,3250
4827,0222,0222
9152,8286,1027
5465,8344,9819
0839,9088,3179
1146,8655,3110
2092,1678,1197
3234,4456,6717
5124,0073,4648
5194,4864,2281
5106,2415,0979
0324,6199,9828
8508,8687,4833
2724,6319,1168
5799,2936,9366
4182,6142,9543
7943,8381,8411
0101,1930,2409
6808,3516,0702
7731,6475,2480
0036,5502,9211
4578,8395,0222
0328,8518,9284
7842,5033,2750
7409,6748,5119
9573,8894,5263
2445,7567,8626
0920,9686,5556
6960,7890,7598
1074,8604,4936
8071,1893,9325
6769,9793,3280
0041,6845,6740
2041,1308,9739
7295,3580,7496
2385,1691,8267
1180,4022,8777
2622,8938,6427
6648,2446,3517
3610,6682,8704
3352,6670,1186
2962,3822,0800
8992,7224,1534
2501,3862,5771
9773,3788,4510
7299,5827,5606
5094,9727,0927
8059,1848,3653
4156,7742,7387
7377,4317,0789
6937,7854,2670
7630,6567,5950
8062,7510,8247
9845,6485,4061
3841,8823,6814
3887,6586,1263
7316,1297,7842
2802,5333,7815
1268,1009,4391
9061,9699,1850
4819,2021,6298
4455,0883,1752
2182,5645,5241
0168,3858,0223
4936,9240,9584
1454,7530,2299
2945,5920,9039
0499,2349,4809
5796,3637,1586
0807,7100,4975
1309,8046,8802
6351,9391,6126
6001,6743,4324
5114,0377,9767
2028,8900,9581
0355,6124,9125
6814,5712,8064
6974,3049,8761
5202,3113,4021
2748,1835,5034
6171,8411,7962
8439,0794,4069
5815,0781,4440
4300,6339,1944
7438,0314,2993
6428,2990,1388
7955,2565,9386
5350,7894,1939
0794,2533,2590
9857,0905,9343
4130,5869,7957
2357,6119,6547
0707,2024,1113
4942,7010,1426
8376,9749,5227
0946,3820,7798
9100,3103,7729
2287,0675,7474
1501,1592,7023
6529,5840,9627
4816,2235,0796
2519,5506,6275
3346,9091,7161
1342,6765,7869
6856,8559,9561
4069,0279,7327
0751,5449,3901
5801,1717,8788
7129,0630,3135
3703,6499,2707
5301,5571,6548
8546,7961,7256
6250,0841,0709
9377,8477,3893
7521,0897,0507
4642,3272,0387
4231,8147,8231
3237,9806,2235
6835,3504,2237
7774,6150,3076
5175,1606,8675
9707,6156,0811
5286,9528,7496
2765,0250,0712
8010,2942,1268
5632,8050,3773
6529,0025,3915
5950,8344,4219
8974,0802,1217
7021,8093,1736
0981,6830,2829
5850,0762,4048
0647,4785,0907
4215,6375,6007
4267,4935,5578
2229,6135,8578
9369,6955,9255
5075,1670,3227
3325,8978,5683
3337,6421,7935
3875,5238,5316
7340,0634,6802
0395,8335,5883
8068,1813,5202
4779,9669,0798
5504,3801,6328
0042,6685,6885
2439,7508,5255
4932,7287,3470
5956,3824,0962
4191,3404,0558
2087,2342,9778
5127,7381,2594
3655,7564,7110
2528,5323,2939
1444,6205,0010
6754,8851,4897
5771,2495,3939
4089,8436,5340
5090,5555,2466
1297,1586,4629
5008,4705,5712
1378,6485,5016
5338,9351,6100
9697,9185,0092
2340,7160,3032
6966,2772,0849
4533,6593,2571
2052,7842,6361
2954,8880,9479
2917,3314,0052
2064,6948,4684
1811,3575,2825
1832,8532,0563
4053,4302,2264
1434,3476,4826
2164,7459,8371
7541,1834,5342
3919,6751,3382
3797,1714,4358
7656,0144,7520
9540,0778,4686
7708,6862,6350
6231,1007,2431
8852,3809,6084
3923,8111,2747
3677,7894,9709
9632,9684,9957
6374,1304,6221
2940,5886,2506
5558,2147,0152
3220,3579,2497
3322,5122,4695
9767,3830,8154
3246,9270,8597
6047,4029,1941
4775,9359,7246
5029,7955,6305
7988,2722,9652
6107,5538,5340
9202,3303,0221
1460,9148,4850
0495,3003,7248
8485,0723,0370
8048,1848,4085
6695,9847,5061
5446,8634,9381
0393,2146,4423
5304,1395,1155
3545,5715,6169
5535,6069,3936
2746,5477,4820
7326,3895,4261
6805,8423,0586
1014,8560,8078
1666,2849,1401
7667,7350,8237
8693,3251,6606
4598,9339,7839
8580,7850,0932
4911,9287,5003
8960,9125,6101
5092,7686,9484
2142,1029,2900
4292,6424,4424
3685,5397,7857
9380,8477,9979
9352,0685,7803
7574,7377,7223
1203,0770,1984
8354,5912,6525
8747,0762,7590
1111,5007,4932
8460,4642,3407
0591,2190,6776
3003,2294,8189
4149,3400,7133
8619,0589,0073
2901,3904,8101
5925,4105,1874
8404,9782,7619
2144,4650,2520
5947,9237,1655
1840,5750,0048
6795,3086,6177
0717,0621,8653
9721,3276,3964
5843,2139,8995
1300,8775,8709
2984,7605,5298
0776,0520,1242
5055,4913,6898
1527,3069,6553
0441,7565,3903
0560,0674,5837
0753,5904,3645
8192,1550,4398
6521,3200,9620
9777,3886,2307
7674,9890,6082
7204,9633,2551
1996,0472,2328
4448,6598,7452
7873,4598,8426
2278,5546,5946
3622,0122,4977
4681,5442,4804
2429,9253,7221
6757,6169,0347
6879,4838,9897
3947,7723,3837
8184,1269,8301
5202,6962,2747
2452,7703,2203
8498,3773,6576
6663,9623,3678
4686,0059,7266
8831,0271,1546
6473,1642,0773
7734,6151,1687
5433,8768,7912
0340,0451,9971
6886,3114,7711
7747,0816,5069
3798,1044,7247
9735,2876,2399
4590,1232,1776
5145,0529,7968
8522,1162,1146
3683,9315,4031
7527,9676,4742
6722,4429,0648
1215,3238,6025
0043,7316,3338
0839,1610,0082
6412,5469,5740
3874,4942,0667
2763,9364,0920
5610,0580,6240
3134,9506,4538
7607,8618,7922
6103,0700,2961
2040,9786,9323
5398,1704,5232
7892,7427,9770
1628,0677,7679
4367,5830,9639
5763,4594,1723
8889,9620,6108
8369,6668,2544
4846,8370,4894
3688,7892,9284
6773,3365,7673
7125,1158,0613
3985,0797,1280
3269,1950,0307
1138,4255,7471
2039,6876,1101
9231,8512,1820
5321,9601,7687
2444,0022,3199
1011,8916,6875
6589,4967,4971
3156,5229,1636
4166,4236,0252
6066,0169,6894
6069,1907,3732
3100,0138,5965
9382,2138,1313
6882,6742,4691
7173,9803,4371
6898,8635,6360
7075,9430,9010
2355,7863,7566
7406,6123,1031
1582,5111,4093
7755,5180,7668
1745,3542,9880
6919,4810,0226
0151,2143,9969
9172,4655,5065
7429,6428,9201
9037,2418,9284
5063,1767,2665
2435,0173,1831
3422,0647,8516
6038,4233,3269
4682,6229,1761
8374,4769,5513
1264,0729,4181
7103,4298,1552
6588,3393,5991
9504,4703,2716
9536,9061,9105
3188,9341,0242
1711,5489,8310
3302,4440,9462
9525,6364,3986
3528,5301,8462
9440,5206,3422
8342,3629,9722
2401,9337,3644
4192,2972,1834
8411,2779,7929
1638,4015,9430
4914,8235,3066
7011,8500,8623
3148,8478,1010
7333,5025,4466
5357,3908,1849
1584,8300,0739
5650,2956,6445
9338,3390,6413
0186,1496,1021
5110,3587,6331
0476,0940,3851
4859,2004,7899
2031,1867,5596
2876,3120,3611
1807,2943,4301
7529,8477,4720
7170,4415,6668
4585,4879,4862
2322,8816,6075
5241,3461,2904
9563,3292,6309
4784,8524,0689
1365,2190,7846
4944,6049,6918
0704,2289,1931
2260,3143,8103
6039,1864,5725
1546,3310,2423
4407,8299,0835
2032,7552,4674
3679,6507,3950
6808,0132,9768
4472,8532,7840
0306,0333,7590
2929,2792,4849
2622,4168,2553
8349,2008,6331
5504,4623,9630
1319,6672,3083
9187,5278,4516
8569,0819,6224
3751,0561,5693
1626,3257,7732
3760,3166,1647
1000,3128,4358
6318,0399,1489
8556,3416,4564
3353,3184,8993
0174,6355,2461
0009,1708,9022
9083,7139,1575
2235,3931,4611
8369,0569,6331
3384,8212,6346
4835,4138,0799
8359,5619,5941
0877,7311,2985
6618,0327,2116
0438,6045,3711
5570,3082,8914
3732,5846,7040
4770,4200,8643
2342,9216,3505
6831,2571,3266
6511,0410,6117
5751,5180,1055
6220,3663,7291
8245,0124,5298
2000,5168,6569
4097,9545,5849
9926,3645,5566
6721,9483,1038
5180,5042,0578
5112,3374,0125
2140,7596,8264
7884,3019,2692
7265,8099,7803
2764,2991,1296
8967,1529,2079
9751,9616,0148
2084,0680,8728
3127,8469,4413
7567,2604,7930
4537,1865,4118
3723,7133,4804
7095,6810,4835
0509,5957,8704
6958,5483,7407
4871,1143,5619
0066,3938,7234
9382,4050,5499
7579,8345,2682
6264,5570,7028
3312,1552,2295
0040,0840,7478
8653,3721,5827
3090,9107,1324
6771,4835,9313
3015,7336,0897
3877,3496,8274
4137,2272,4963
3618,5607,9522
6820,8701,2852
1063,4876,2560
1487,6896,7350
5371,3128,4539
9652,1668,2085
9023,1799,7305
1425,2219,5150
0389,4092,3770
4239,6784,7266
1034,0069,1106
5835,4978,5831
7373,9673,7435
0366,6439,4588
9046,7110,9073
7376,7907,8560
9395,2340,7530
3000,2866,3083
8213,8831,1652
7640,6060,3539
6962,3286,7731
4669,8871,2858
6124,1000,1619
1741,5183,6159
3942,0807,8479
2251,9192,7213
8699,7013,5639
0745,4082,1690
1990,2779,5317
1552,1861,9650
8070,1902,2567
9574,4059,1284
2090,7086,4886
5892,7320,0880
6153,7661,5536
6731,2484,0552
7549,1468,5545
0730,0747,6993
0930,4805,6459
2104,8207,0555
4638,9977,5426
0864,8620,4490
2373,4756,6376
1567,2656,7056
4128,6058,6369
9129,0092,1647
8578,7144,9810
1372,0000,2874
7221,1240,6092
5675,5036,5133
0578,3594,8164
3472,9983,2755
1132,8660,2453
2854,5940,9631
3596,9009,5005
1246,8730,3954
8689,0892,9716
9054,7573,7432
1813,5536,4874
7110,6903,4623
2353,5320,1665
2087,6490,1941
1906,6315,7217
0303,5278,4808
8480,3300,7986
6357,5579,0927
8434,8393,9102
7190,4906,1455
6070,6038,0153
6291,4151,6712
5547,8634,8131
2002,0297,9083
7987,2189,7699
2724,9542,2866
6100,3242,0967
9388,2486,5731
1250,3599,2364
4300,6819,3430
6977,0341,4901
3241,6281,0938
8108,5331,3231
1372,8912,6993
1373,3528,1574
0148,5996,2518
9732,5746,9628
9908,7694,0926
5110,6319,1886
6732,6434,7761
7211,3073,4619
9759,2838,6633
7058,8724,7944
7019,5147,9180
3306,9086,5661
6101,0170,1281
9901,8921,6057
4291,9752,6532
6473,2682,1123
6879,3211,0273
2031,8044,8785
3530,1412,0349
0087,4100,0191
3020,4658,9044
1881,1918,9156
6033,4610,1612
4342,3789,2139
1211,6495,4261
1666,1042,7478
0142,8827,1850
6503,1868,1988
4033,4635,2633
5388,1857,1320
1096,5015,9060
9015,8008,9390
2137,0295,8103
3032,4905,7498
5742,0261,5237
5668,6008,0934
9677,0644,7285
0387,0024,8329
7459,9969,6927
4520,9883,9594
3984,9352,8227
1967,2476,2612
1558,2273,0914
7273,8815,0730
2276,6047,3746
2751,1729,8413
2768,2473,9362
9101,4611,7094
2161,2937,8851
9113,2690,2722
3221,2435,2311
6900,9785,1416
1440,2885,2837
0960,9413,1469
0705,0205,2267
5019,9544,4543
3364,7758,9412
7433,2093,8096
5330,1812,3743
1066,3611,2032
5871,9493,8014
9301,5630,6546
5701,4233,1293
2942,2723,6255
9904,8474,5808
6892,2329,3376
0910,1582,7010
3551,6680,4127
9447,8682,2787
5929,0427,6344
5329,0960,5540
1260,3285,1628
8527,5997,8628
0023,1560,5128
0941,8297,3432
8512,0177,5467
0992,5894,2180
7999,7288,6682
6423,5209,6859
3992,9460,6883
2662,8757,4588
8690,6274,6884
5108,4067,6025
6164,5284,8473
1182,9034,3668
5332,7422,0671
8195,2033,5401
8774,0113,0354
6402,2308,4586
5375,5183,5461
7880,6242,5155
8554,2075,5085
6262,3977,5165
3059,5209,8770
1215,0893,7506
7510,1499,6789
5069,9149,0912
4367,1136,6164
5279,0803,4603
0840,8919,2365
5464,3803,5360
6369,0073,0413
4952,8588,3615
1694,2609,6412
8400,9960,3303
4207,7749,7251
5553,7405,8357
6576,6736,9434
9050,7612,9102
2428,6096,1099
8825,7261,6241
7633,2339,2335
3074,3615,8184
2486,4723,4396
0056,6455,2983
0883,0524,6724
6983,0615,1930
8009,6193,7664
2261,0764,9036
7111,2628,6254
4875,3286,6097
2582,7729,4104
7403,6347,5881
2523,0534,5415
3741,4027,6387
1551,1665,9823
1448,2403,6850
8613,5139,2694
6206,6035,6801
7972,8482,0178
2723,7695,7047
2900,0973,4291
2784,1965,2934
2799,0503,0471
3124,2266,9060
2871,3757,7989
8390,8811,7286
1020,6929,1063
6305,7937,6552
6354,6626,5698
0913,0683,7518
9607,3640,3726
4915,9447,6956
5692,2080,5102
0019,8347,8224
0682,6377,6015
1237,4090,2506
1737,7393,8042
8269,3319,7135
3776,4132,9458
5163,4575,0329
8865,8656,8384
3835,5026,3709
9565,3366,0980
4011,1257,1758
2359,3245,5211
5298,9814,8606
7761,5065,6656
6545,5850,7608
6303,6506,4094
8533,6085,9965
4797,5294,1419
8827,9193,0454
2589,8406,9143
9684,1196,1069
9360,4180,6341
0194,2711,4589
9612,7498,3090
3069,5401,8006
3802,6085,0393
5818,0180,9125
9729,4956,8336
2993,0352,5076
1772,1234,4532
0637,1845,1312
8050,7136,3500
2123,5968,9888
4008,4662,0423
0792,2472,8720
0684,3365,5150
5421,2398,9306
2242,6631,4826
7788,7113,8196
6765,0259,3234
8255,1400,7629
9869,4170,5806
0241,0395,9370
8944,1923,6397
0762,7650,7299
5467,0686,1687
9595,8094,3051
4904,2724,4046
9458,6146,6003
3442,1943,6923
0053,9081,8416
3434,2532,4888
6103,9290,1979
3777,4550,3722
